Nom,Domaine,Périodicité,Mois,Coordonnees,Commune,Region,Code postal,Creation
Nuits d'o,Musique,Annuelle,Aout,"43.6134409138,3.86851657896",Montpellier,Occitanie,34080,2004
Festival de sablé,Musique,Annuelle,Aout,"47.8378265007,-0.354705885665",Sable Sur Sarthe,Pays de la Loire,72300,1978
Festival de jazz de villeneuve les beziers,Musique,Annuelle,Aout,"43.3172489997,3.28958494349",Villeneuve Les Beziers,Occitanie,34500,1998
Summerlied,Musique,Biennale,Aout,"48.8121908123,7.69421854068",Ohlungen,Grand Est,67170,1997
Été musical en bergerac,Théâtre,Annuelle,Juillet,"44.8543751872,0.486529423457",Bergerac,Nouvelle-Aquitaine,24100,1988
Voix et route romane,Musique,Annuelle,Aout,"48.5712679849,7.76752679517",Strasbourg,Grand Est,67100,1993
Acontraluz,Musique,Annuelle,Septembre,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,2013
Regal sound,Musique,Annuelle,Septembre,"43.3327963198,2.51635482478",Caunes Minervois,Occitanie,11160,2015
Toros y salsa,Musique,Annuelle,Septembre,"43.7006746973,-1.06014429759",Dax,Nouvelle-Aquitaine,40100,1995
Les nuits caraïbes,Théâtre,Annuelle,Fevrier,"16.227093809,-61.7632677647",Pointe Noire,Guadeloupe,97116,2002
Festival les givres a melle,Musique,Annuelle,Fevrier,"46.2309583731,-0.147888712984",Melle,Nouvelle-Aquitaine,79500,2013
Festival filmer le travail,Cinéma,Annuelle,Fevrier,"46.5839207726,0.359947653003",Poitiers,Nouvelle-Aquitaine,86000,2010
Break storming,Danse,Annuelle,Avril,"46.7900288793,4.85191555008",Chalon Sur Saone,Bourgogne-Franche-Comté,71100,2019
Equinox festival de grenoble,Musique,Annuelle,Mars,"45.1821215167,5.72133051752",Grenoble,Auvergne-Rhône-Alpes,38000,
Chantons sous les pins,Musique,Annuelle,Mars,"43.7980252651,-0.940526888731",Pontonx Sur L Adour,Nouvelle-Aquitaine,40465,1998
Car'scene rock'son,Musique,Annuelle,Avril,"43.871874652,-0.81936363917",Carcen Ponson,Nouvelle-Aquitaine,40400,2011
Festival du cinéma brésilien de paris,Cinéma,Annuelle,Avril,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,1999
Le grand ménage,Théâtre,Annuelle,Avril,"43.778224355,5.44361580359",Cucuron,Provence-Alpes-Côte d'Azur,84160,
Festival a partir du reel,Théâtre,Annuelle,Janvier,"49.1693649378,-0.310691187417",Mondeville,Normandie,14120,2005
Good rockin tonight,Musique,Annuelle,Avril,"46.2861802203,5.1795233845",Attignat,Auvergne-Rhône-Alpes,01340,2003
Festival de musique de chambre a arcachon,Musique,Annuelle,Avril,"44.6529002838,-1.17429790933",Arcachon,Nouvelle-Aquitaine,33120,
Festival ciné-jeune de l'aisne,Cinéma,Annuelle,Mars,"49.5679724897,3.62089561902",Laon,Hauts-de-France,02000,1983
Rencontres cinéma d'amérique latine de toulouse,Cinéma,Annuelle,Mars,"43.5963814303,1.43167293364",Toulouse,Occitanie,31300,1989
"Pas des poissons, des chansons !",Musique,Annuelle,Mars,"45.2460902392,4.65026947295",Annonay,Auvergne-Rhône-Alpes,07100,2006
Jazz o chateau,Musique,Annuelle,Mai,"48.6598480306,-2.87375934756",Treveneuc,Bretagne,22410,2015
Les turbulentes,Théâtre,Annuelle,Mai,"50.4735638651,3.56606734565",Vieux Conde,Hauts-de-France,59690,1999
Art rock,Théâtre,Annuelle,Juin,"48.5149806053,-2.76154552773",St Brieuc,Bretagne,22000,1983
Kadans caraibe,Musique,Annuelle,Mai,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,2014
Mosh fest,Musique,Annuelle,Mai,"43.5716282319,3.83221847952",St Jean De Vedas,Occitanie,34430,2015
Salon polar de fargues,Livre,Annuelle,Mai,"44.819815277,-0.439992385579",Fargues Saint Hilaire,Nouvelle-Aquitaine,33370,2017
Festival tambours et tropiques,Musique,Annuelle,Mai,"47.2316356767,-1.54831008605",Nantes,Pays de la Loire,44200,2018
Droles de zebres,Théâtre,Annuelle,Mai,"48.5712679849,7.76752679517",Strasbourg,Grand Est,67100,2003
We love green,Musique,Annuelle,Juin,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2011
L'edition festival,Musique,Annuelle,Juin,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,2015
Paris hip hop,Musique,Annuelle,Juin,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2006
Esquirock,Musique,Annuelle,Juin,"44.9726615806,-0.913525242529",Ste Helene,Nouvelle-Aquitaine,33480,
Festival cinéma & musique de film de la baule,Cinéma,Annuelle,Novembre,"47.2909720179,-2.3538291745",La Baule,Pays de la Loire,44500,2014
Changé d'air,Théâtre,Annuelle,Novembre,"48.1079801148,-0.800104772023",Change,Pays de la Loire,53810,1991
Festival nova ona,Musique,Annuelle,Novembre,"42.6841288047,3.01161744752",Canet En Roussillon,Occitanie,66140,2017
Musicales d'automne en haute bievre,Musique,Annuelle,Novembre,"49.4921822965,3.7137356904",Bievres,Hauts-de-France,02860,2014
Authentiks,Musique,Annuelle,Juillet,"45.520578372,4.88135156154",Vienne,Auvergne-Rhône-Alpes,38200,2002
Cuivro'foliz,Musique,Annuelle,Juillet,"43.8402794076,0.64245586546",Fleurance,Occitanie,32500,1999
À la folie pas du tout,Musique,Annuelle,Juillet,"46.2051520382,5.24602125501",Bourg En Bresse,Auvergne-Rhône-Alpes,01000,2011
Jazz a porquerolles,Musique,Annuelle,Juillet,"43.1018713534,6.18898508469",Porquerolles,Provence-Alpes-Côte d'Azur,83400,2002
Paris jazz festival,Musique,Annuelle,Juillet,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,1994
Musilac,Musique,Annuelle,Juillet,"45.6978541675,5.90388626955",Aix Les Bains,Auvergne-Rhône-Alpes,73100,2002
Le festival d'alba,Théâtre,Annuelle,Juillet,"44.5544439142,4.59597695147",Alba La Romaine,Auvergne-Rhône-Alpes,07400,2009
Le festival de musiques d’aujourd’hui à demain,Musique,Annuelle,Juillet,"46.4303628582,4.67033276327",Cluny,Bourgogne-Franche-Comté,71250,
Festival a tout bout d'champ,Musique,Annuelle,Juillet,"47.9198250308,-0.154140183084",Chantenay Villedieu,Pays de la Loire,72430,2017
Festival de la roque d'anthéron,Musique,Annuelle,Juillet,"43.7176409517,5.30157633559",La Roque D Antheron,Provence-Alpes-Côte d'Azur,13640,1981
La fete du cognac,Musique,Annuelle,Juillet,"45.6962326551,-0.33507941815",Cognac,Nouvelle-Aquitaine,16100,1998
Jazz a luz,Musique,Annuelle,Juillet,"42.8320053922,0.0163906780322",Luz St Sauveur,Occitanie,65120,1991
Pete the monkey,Musique,Annuelle,Juillet,"49.8888204893,0.875914099002",St Aubin Sur Mer,Normandie,76740,2011
Festa maio,Musique,Annuelle,Juillet,"42.6864768806,9.42502133338",Bastia,Corse,20200,
Sur le champ,Musique,Annuelle,Juillet,"44.9229811667,4.91444013136",Valence,Auvergne-Rhône-Alpes,26000,1998
Country roque festival,Musique,Annuelle,Juillet,"43.7176409517,5.30157633559",La Roque D Antheron,Provence-Alpes-Côte d'Azur,13640,
Les plages electroniques de cannes,Musique,Annuelle,Aout,"43.5526202843,7.00427592728",Cannes,Provence-Alpes-Côte d'Azur,06400,2006
Tribal elek festival,Musique,Annuelle,Aout,"46.2630044811,-1.01765756102",Andilly,Nouvelle-Aquitaine,17230,2010
Festival de montignac,Musique,Annuelle,Juillet,"45.0627368774,1.15422675286",Montignac,Nouvelle-Aquitaine,24290,1981
Château perché festival,Musique,Annuelle,Juillet,"46.6641114038,2.54417379933",Ainay Le Vieil,Centre-Val de Loire,18200,2015
Check in party,Musique,Annuelle,Juillet,"46.1632121428,1.87078672735",Gueret,Nouvelle-Aquitaine,23000,2019
Saint jazz cap ferrat,Musique,Annuelle,Aout,"43.687178893,7.32993632437",St Jean Cap Ferrat,Provence-Alpes-Côte d'Azur,06230,2012
Fest in pia,Musique,Annuelle,Aout,"42.7487012331,2.91497381059",Pia,Occitanie,66380,2011
Les 24 heures du swing,Musique,Annuelle,Juillet,"44.6462089079,0.0892904208174",Monsegur,Nouvelle-Aquitaine,33580,1990
La pamparina,Musique,Annuelle,Juillet,"45.8620554106,3.53945258847",Thiers,Auvergne-Rhône-Alpes,63300,1998
Main square,Musique,Annuelle,Juillet,"50.2898964997,2.76587316711",Arras,Hauts-de-France,62000,2004
Rock les bains,Musique,Annuelle,Aout,"47.9697475958,6.42879961974",Plombieres Les Bains,Grand Est,88370,
Ay-roop [temps fort arts du cirque],Théâtre,Annuelle,Mars,"48.1119791219,-1.68186449144",Rennes,Bretagne,35700,2013
Printemps des bretelles,Musique,Annuelle,Mars,"48.5200498962,7.73129588098",Illkirch Graffenstaden,Grand Est,67400,1998
Polar festival,Divers,Annuelle,Avril,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2016
Festival cinémas du sud,Cinéma,Annuelle,Avril,"45.7699284397,4.82922464978",Lyon,Auvergne-Rhône-Alpes,69001,2001
Cambrouss'ries,Théâtre,Annuelle,Mars,"47.8971012974,-1.99867854689",Maure De Bretagne,Bretagne,35330,2015
Les pepites sonores,Musique,Annuelle,Avril,"47.2826534372,2.45877786434",Acheres,Centre-Val de Loire,18250,2013
Dooinit festival,Musique,Annuelle,Avril,"48.1119791219,-1.68186449144",Rennes,Bretagne,35700,2010
Les andain'ries,Théâtre,Annuelle,Avril,"48.5556585202,-0.419510749596",Bagnoles De L Orne Normandie,Normandie,61140,1999
Guitares au beffroi,Musique,Annuelle,Mars,"48.8153032159,2.31648921432",Montrouge,Île-de-France,92120,2013
Festival lézard ti show,Théâtre,Annuelle,Mars,"14.7110039815,-61.1647565483",Le Carbet,Martinique,97221,2010
Jazz in fougeres,Musique,Annuelle,Mars,"48.3524697115,-1.19431177241",Fougeres,Bretagne,35300,2009
Les francos,Théâtre,Annuelle,Mars,"48.9981665392,1.69337806821",Mantes La Jolie,Île-de-France,78200,
Hip opsession,Musique,Annuelle,Fevrier,"47.2316356767,-1.54831008605",Nantes,Pays de la Loire,44200,2005
Championnat national de brass band,Musique,Annuelle,Fevrier,"49.9009532186,2.29007445539",Amiens,Hauts-de-France,80000,2005
Printemps du livre,Livre,Annuelle,Avril,"46.9759800852,-1.31364530268",Montaigu,Pays de la Loire,85600,1989
Agla'scènes,Musique,Annuelle,Avril,"48.5778313904,2.22141176606",Egly,Île-de-France,91520,
Salon du livre d'expression populaire,Livre,Annuelle,Avril,"50.2898964997,2.76587316711",Arras,Hauts-de-France,62000,
Festival des ruelles,Théâtre,Annuelle,Avril,"43.519408834,1.82440314638",Auriac Sur Vendinelle,Occitanie,31460,2011
Festival de passage,Musique,Annuelle,Avril,"48.8511046382,2.47395409774",Fontenay Sous Bois,Île-de-France,94120,1999
L'eure poetique & musicale - festival en normandie sud,Musique,Annuelle,Avril,"48.8525387012,0.899890466074",Breteuil Sur Iton,Normandie,27160,2008
Festival du court-métrage de clermont-ferrand,Cinéma,Annuelle,Fevrier,"45.7856492991,3.11554542903",Clermont Ferrand,Auvergne-Rhône-Alpes,63100,1979
Kolorz festival edition hiver,Musique,Annuelle,Fevrier,"44.0593802565,5.06134844776",Carpentras,Provence-Alpes-Côte d'Azur,84200,2014
La plage aux écrivains,Livre,Annuelle,Mai,"44.6529002838,-1.17429790933",Arcachon,Nouvelle-Aquitaine,33120,2005
Festicolor,Musique,Annuelle,Mai,"47.8397230739,1.69811579508",Meung Sur Loire,Centre-Val de Loire,45130,2002
Échappée belle,Théâtre,Annuelle,Mai,"44.8832620816,-0.784239883546",St Medard En Jalles,Nouvelle-Aquitaine,33160,1993
Caval'air jazz festival,Musique,Annuelle,Septembre,"43.1819055812,6.52121721395",Cavalaire Sur Mer,Provence-Alpes-Côte d'Azur,83240,2010
Jazz in plescop,Musique,Annuelle,Aout,"47.6973490259,-2.83080852214",Plescop,Bretagne,56890,2005
Frontenay jazz festival,Musique,Biennale,Aout,"46.7884051607,5.63215279855",Frontenay,Bourgogne-Franche-Comté,39210,2007
Au bonheur des mômes,Théâtre,Annuelle,Aout,"45.9562174482,6.47641784295",Le Grand Bornand,Auvergne-Rhône-Alpes,74450,1992
Bédarieux voix d'orgues,Musique,Annuelle,Aout,"43.6125569074,3.16680787195",Bedarieux,Occitanie,34600,2012
Festival de bourg-madame,Musique,Annuelle,Aout,"42.4379971277,1.96090815348",Bourg Madame,Occitanie,66760,
Les rues en musique,Musique,Annuelle,Juillet,"43.5468692378,4.66215642574",Arles,Provence-Alpes-Côte d'Azur,13123,2003
Les abracadagrasses,Musique,Annuelle,Juillet,"43.0957230349,2.60436046295",Lagrasse,Occitanie,11220,2000
Festival de la côte d'opale,Musique,Annuelle,Juillet,"50.7271332663,1.60756334802",Boulogne Sur Mer,Hauts-de-France,62200,1976
Apero'ziques,Musique,Annuelle,Juillet,"48.2809544263,-1.98293675576",St Pern,Bretagne,35190,1999
Le diamant vert,Musique,Annuelle,Aout,"44.8209679734,2.53827855316",Teissieres Les Boulies,Auvergne-Rhône-Alpes,15130,2015
Alpin'dub,Musique,Annuelle,Aout,"45.2586070645,5.99155979387",Sept Laux Prapoutel,Auvergne-Rhône-Alpes,38190,
Internatonal de boogie-woogie de laroquebrou,Musique,Annuelle,Aout,"44.974801878,2.19344155664",La Roquebrou,Auvergne-Rhône-Alpes,15150,1998
Apéros musique de blesle,Musique,Annuelle,Aout,"45.3179155382,3.17686146037",Blesle,Auvergne-Rhône-Alpes,43450,2002
Barjac en jazz,Musique,Annuelle,Aout,"44.3122415211,4.34841481782",Barjac,Occitanie,30430,
Village et compagnies,Théâtre,Annuelle,Septembre,"44.713669067,4.96072243187",Chabrillan,Auvergne-Rhône-Alpes,26400,2011
Novosonic,Musique,Annuelle,Septembre,"47.3229437965,5.03788805877",Dijon,Bourgogne-Franche-Comté,21000,2004
Festival international du court métrage de lille,Cinéma,Annuelle,Septembre,"50.6317183168,3.04783272312",Lille,Hauts-de-France,59160,2002
Un dimanche au wadada,Musique,Annuelle,Septembre,"48.4868885908,-1.12369660788",Louvigne Du Desert,Bretagne,35420,
Coda festival,Musique,Annuelle,Septembre,"50.7096656233,3.09529083038",Bondues,Hauts-de-France,59910,
L'ile aux percu sons,Musique,Annuelle,Septembre,"44.5561823053,-1.17530826791",Cazaux,Nouvelle-Aquitaine,33260,2011
Teuf de toulouse,Divers,Annuelle,Mai,"43.5963814303,1.43167293364",Toulouse,Occitanie,31300,2013
Rock'aisne,Musique,Annuelle,Mai,"49.619880673,3.21875355041",Chauny,Hauts-de-France,02300,2012
La comédie du livre,Livre,Annuelle,Mai,"43.6134409138,3.86851657896",Montpellier,Occitanie,34080,1986
Jazz dans le bocage,Musique,Annuelle,Mai,"46.4445146062,3.03677199137",Rocles,Auvergne-Rhône-Alpes,03240,1998
Name festival,Musique,Annuelle,Mai,"50.6317183168,3.04783272312",Lille,Hauts-de-France,59160,2002
Les nuits des arenes,Divers,Annuelle,Juin,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2015
Voix de femmes a maury,Musique,Annuelle,Juin,"42.8152827939,2.61292653306",Maury,Occitanie,66460,2001
Festival du conte en uzege,Théâtre,Annuelle,Juin,"43.9490522277,4.47176606244",Collias,Occitanie,30210,2007
Gare à la rochette,Musique,Annuelle,Juin,"47.7859819999,0.970946922736",Thoré La Rochette,Centre-Val de Loire,41100,2008
Festival de sully et du loiret,Musique,Annuelle,Juin,"47.7526229305,2.35647713689",Sully Sur Loire,Centre-Val de Loire,45600,1974
"Furies, festival de cirque et de théâtre de rue de châlons-en-champagne",Théâtre,Annuelle,Juin,"48.9640892125,4.37883539725",Chalons En Champagne,Grand Est,51000,1990
Quatuors à bordeaux,Musique,Annuelle,Juin,"44.8572445351,-0.57369678116",Bordeaux,Nouvelle-Aquitaine,33000,1999
K-live,Divers,Annuelle,Juin,"43.3917705831,3.64705148296",Sete,Occitanie,34200,2008
Foix'r de rue,Théâtre,Annuelle,Juin,"42.9658502274,1.61037495894",Foix,Occitanie,09000,2014
Val de rock,Musique,Annuelle,Juin,"48.8723310998,2.77039964715",Chessy,Île-de-France,77700,2019
Musikair,Musique,Annuelle,Juin,"47.9988427684,2.73588922015",Montargis,Centre-Val de Loire,45200,2003
Le chant des groles,Musique,Annuelle,Juin,"46.412040698,0.257005369348",Vivonne,Nouvelle-Aquitaine,86370,2011
Musiques métisses,Musique,Annuelle,Mai,"45.6472585146,0.14514490683",Angouleme,Nouvelle-Aquitaine,16000,1976
Couleurs urbaines,Musique,Annuelle,Mai,"43.0880294967,5.87089841754",La Seyne Sur Mer,Provence-Alpes-Côte d'Azur,83500,2009
Plein air de rock,Musique,Annuelle,Juin,"49.1495784035,5.88121522823",Jarny,Grand Est,54800,1994
Inglorious festival,Musique,Annuelle,Juin,"49.1454831903,5.36141821261",Verdun,Grand Est,55100,2015
Sous les paves... l'art,Théâtre,Annuelle,Juin,"50.7679781717,2.26334881482",St Omer,Hauts-de-France,62500,2016
La tour met les watts,Musique,Annuelle,Juin,"48.758677648,2.04850691768",Voisins Le Bretonneux,Île-de-France,78960,2017
Les pieds dans la vase,Musique,Annuelle,Juin,"47.7686555667,-3.2479141613",Kervignac,Bretagne,56700,2007
Festival de nimes,Musique,Annuelle,Juin,"43.844938394,4.34806796996",Nimes,Occitanie,30900,1997
Festival du rire a marseille,Théâtre,Annuelle,Juin,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,2005
Champs elysées film festival,Cinéma,Annuelle,Juin,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2013
Festival milatsika,Musique,Annuelle,Octobre,"-12.821522233,45.1132970298",Chiconi,Mayotte,97670,2007
Éclats d'arfi,Musique,Annuelle,Octobre,"45.7699284397,4.82922464978",Lyon,Auvergne-Rhône-Alpes,69001,2004
Avant curieux,Théâtre,Annuelle,Octobre,"47.2243762412,-1.63434818692",St Herblain,Pays de la Loire,44800,2018
A tant rever du roi,Musique,Annuelle,Octobre,"43.3200189773,-0.350337918181",Pau,Nouvelle-Aquitaine,64000,2012
Voix croisees,Musique,Annuelle,Septembre,"43.5209125935,1.55243226997",Escalquens,Occitanie,31750,2007
Rencontres cinématographiques de cerbère-portbou,Cinéma,Annuelle,Octobre,"42.4439076617,3.14835500726",Cerbere,Occitanie,66290,
Les nuits courtes,Musique,Annuelle,Octobre,"46.4563186117,-0.793449510859",Fontenay Le Comte,Pays de la Loire,85200,2017
Zoom festival,Musique,Annuelle,Octobre,"51.0307229078,2.33752414095",Dunkerque,Hauts-de-France,59430,2015
Biennale selest'art,Arts visuels,Biennale,Octobre,"48.2481136279,7.46224896454",Selestat,Grand Est,67600,
Rock en maine,Musique,Annuelle,Octobre,"47.0719256611,-1.41556455507",Aigrefeuille Sur Maine,Pays de la Loire,44140,2012
Festival ostara,Musique,Annuelle,Octobre,"46.063686335,6.37244945345",St Pierre En Faucigny,Auvergne-Rhône-Alpes,74800,2016
Les riches heures de la reole,Musique,Annuelle,Septembre,"44.5860904495,-0.042370404021",La Reole,Nouvelle-Aquitaine,33190,2009
Les coreades,Musique,Annuelle,Septembre,"46.328260242,-0.465353019369",Niort,Nouvelle-Aquitaine,79000,1995
Eldorado music festival,Musique,Annuelle,Septembre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2009
Festival cinecomedies,Cinéma,Annuelle,Septembre,"50.6317183168,3.04783272312",Lille,Hauts-de-France,59160,2018
Festival de l'imaginaire,Musique,Annuelle,Septembre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,1997
Festival europeen de musique renaissance,Musique,Annuelle,Septembre,"47.3917237652,1.00023994675",Amboise,Centre-Val de Loire,37400,2006
Festival international du conte paul henri gérard,Théâtre,Annuelle,Novembre,"4.98285747902,-53.6480364932",Mana,Guyane,97360,
Festival emergences,Musique,Annuelle,Novembre,"47.3986382281,0.696526376417",Tours,Centre-Val de Loire,37000,2003
Koa jazz festival,Musique,Annuelle,Novembre,"43.6134409138,3.86851657896",Montpellier,Occitanie,34080,2008
Tintamarre,Musique,Annuelle,Novembre,"46.1300051383,3.42442081174",Vichy,Auvergne-Rhône-Alpes,03200,2009
Trajectoires,Danse,Annuelle,Janvier,"47.2316356767,-1.54831008605",Nantes,Pays de la Loire,44200,2018
Festival des rapieces,Musique,Annuelle,Aout,"49.6944501885,0.866542166561",Ouville L Abbaye,Normandie,76760,2016
Graveyard fest,Musique,Annuelle,Aout,"46.0429114311,4.03375590925",Riorges,Auvergne-Rhône-Alpes,42153,
Cinéma d'iran,Cinéma,Annuelle,Juin,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2013
Vive l'art rue !,Théâtre,Annuelle,Juin,"48.7837401836,2.45463530415",Creteil,Île-de-France,94000,1999
Festival petites bobines,Cinéma,Annuelle,Fevrier,"47.749163303,7.32570047509",Mulhouse,Grand Est,68200,
La manufacture d'idées,Livre,Annuelle,Mai,"46.3429969068,4.79636186257",Hurigny,Bourgogne-Franche-Comté,71870,2012
Mirage festival,Musique,Annuelle,Mars,"45.7699284397,4.82922464978",Lyon,Auvergne-Rhône-Alpes,69001,2012
Mardi graves,Musique,Annuelle,Fevrier,"43.5716282319,3.83221847952",St Jean De Vedas,Occitanie,34430,1995
Les giboulées de la marionnette,Théâtre,Biennale,Mars,"48.5712679849,7.76752679517",Strasbourg,Grand Est,67100,
Livres en vignes,Livre,Annuelle,Septembre,"47.174271631,4.95989664941",Vougeot,Bourgogne-Franche-Comté,21640,2008
Walden,Musique,Annuelle,Juin,"46.5839207726,0.359947653003",Poitiers,Nouvelle-Aquitaine,86000,2017
Festival dejante,Musique,Annuelle,Mai,"48.2937312654,-2.52246803693",St Goueno,Bretagne,22330,2006
En bas de chez vous,Théâtre,Annuelle,Mai,"47.7728317091,-2.15651114837",La Gacilly,Bretagne,56200,2011
Rue d’tournée,Théâtre,Annuelle,Mai,"49.3274627821,1.09185339831",Tourville La Riviere,Normandie,76410,
Les années joué,Théâtre,Annuelle,Juin,"47.333556074,0.654546300116",Joue Les Tours,Centre-Val de Loire,37300,1998
